-181.842, 47.141, 4.794, 11.731
-181.838, 46.981, 4.810, 11.764
-181.834, 46.820, 4.826, 11.797
-181.830, 46.659, 4.842, 11.830
-181.826, 46.497, 4.858, 11.863
-181.823, 46.335, 4.874, 11.896
-181.819, 46.172, 4.890, 11.929
-181.815, 46.009, 4.907, 11.962
-181.812, 45.845, 4.923, 11.995
-181.808, 45.680, 4.939, 12.028
-181.804, 45.515, 4.956, 12.061
-181.801, 45.350, 4.972, 12.094
-181.797, 45.184, 4.988, 12.127
-181.793, 45.017, 5.005, 12.160
-181.790, 44.850, 5.022, 12.193
-181.786, 44.682, 5.038, 12.226
-181.783, 44.514, 5.055, 12.259
-181.779, 44.345, 5.072, 12.292
-181.776, 44.175, 5.088, 12.325
-181.772, 44.005, 5.103, 12.358
-181.769, 43.835, 5.113, 12.391
-181.765, 43.665, 5.109, 12.424
-181.762, 43.495, 5.095, 12.457
-181.758, 43.325, 5.085, 12.490
-181.755, 43.155, 5.081, 12.523
-181.752, 42.985, 5.083, 12.556
-181.748, 42.816, 5.091, 12.589
-181.745, 42.645, 5.104, 12.622
-181.742, 42.474, 5.122, 12.655
-181.739, 42.303, 5.146, 12.688
-181.735, 42.130, 5.170, 12.721
-181.732, 41.958, 5.186, 12.754
-181.729, 41.784, 5.201, 12.787
-181.726, 41.610, 5.220, 12.820
-181.723, 41.436, 5.243, 12.853
-181.719, 41.260, 5.269, 12.886
-181.716, 41.084, 5.297, 12.919
-181.713, 40.906, 5.329, 12.952
-181.710, 40.728, 5.362, 12.985
-181.707, 40.548, 5.397, 13.018
-181.704, 40.367, 5.433, 13.051
-181.701, 40.185, 5.469, 13.084
-181.697, 40.002, 5.505, 13.117
-181.694, 39.817, 5.541, 13.150
-181.691, 39.632, 5.575, 13.183
-181.688, 39.445, 5.608, 13.216
-181.685, 39.257, 5.639, 13.249
-181.682, 39.069, 5.668, 13.282
-181.679, 38.879, 5.694, 13.315
-181.676, 38.689, 5.719, 13.348
-181.673, 38.497, 5.740, 13.381
-181.669, 38.306, 5.760, 13.414
-181.666, 38.113, 5.778, 13.447
-181.663, 37.920, 5.793, 13.480
-181.660, 37.727, 5.808, 13.513
-181.657, 37.533, 5.820, 13.546
-181.654, 37.339, 5.832, 13.579
-181.651, 37.145, 5.843, 13.612
-181.648, 36.950, 5.854, 13.645
-181.645, 36.754, 5.864, 13.678
-181.642, 36.559, 5.875, 13.711
-181.640, 36.363, 5.886, 13.744
-181.637, 36.166, 5.897, 13.777
-181.634, 35.970, 5.909, 13.810
-181.631, 35.772, 5.922, 13.843
-181.628, 35.575, 5.937, 13.876
-181.625, 35.376, 5.952, 13.909
-181.622, 35.178, 5.968, 13.942
-181.620, 34.978, 5.986, 13.975
-181.617, 34.778, 6.005, 14.008
-181.614, 34.577, 6.025, 14.041
-181.611, 34.376, 6.046, 14.074
-181.609, 34.174, 6.068, 14.107
-181.606, 33.971, 6.091, 14.140
-181.603, 33.767, 6.114, 14.173
-181.600, 33.563, 6.138, 14.206
-181.598, 33.358, 6.163, 14.239
-181.595, 33.152, 6.188, 14.272
-181.592, 32.945, 6.212, 14.305
-181.590, 32.737, 6.237, 14.338
-181.587, 32.528, 6.262, 14.371
